0.000000000000000000e+00,1.000000000000000666e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.461111111111114691e-01,9.773714391052141792e-01,1.468940562466167221e-01,5.944311930508350576e-04,1.468940562466167221e-01,2.238512119954227247e-02,1.080780483383625055e-04,5.944311930508350576e-04,1.080780483383625055e-04,2.434396952436447981e-04
2.922222222222213839e-01,9.143566248657041262e-01,2.780419923199245469e-01,9.116891900945295595e-04,2.780419923199245469e-01,8.513970640286283587e-02,3.059295566473830045e-04,9.116891900945295595e-04,3.059295566473830045e-04,5.036687314336289181e-04
4.383333333333261361e-01,8.261970255619756065e-01,3.769882914117806405e-01,4.687251419225578215e-04,3.769882914117806405e-01,1.730942486894366250e-01,2.450740931075689826e-04,4.687251419225578215e-04,2.450740931075689826e-04,7.087257485877984133e-04
5.844444444444308884e-01,7.277234244513333117e-01,4.427730529463312914e-01,1.123009070918979383e-04,4.427730529463312914e-01,2.712658298926729494e-01,1.238109414076959069e-04,1.123009070918979383e-04,1.238109414076959069e-04,1.010745655993609436e-03
7.305555555555356406e-01,6.309324667945270804e-01,4.793450809122631329e-01,1.026347798964761257e-03,4.793450809122631329e-01,3.674314142625401125e-01,9.198399429836571833e-04,1.026347798964761257e-03,9.198399429836571833e-04,1.636118942932560582e-03
8.766666666666403929e-01,5.425533863918539090e-01,4.938343085935821275e-01,1.310269337683376677e-03,4.938343085935821275e-01,4.550242249153391705e-01,1.521311439844209249e-03,1.310269337683376677e-03,1.521311439844209249e-03,2.422388692807133422e-03
1.022777777777749586e+00,4.647120081878308717e-01,4.931830551731435364e-01,1.166951937143702973e-03,4.931830551731435364e-01,5.320047183729100793e-01,1.863883788808960848e-03,1.166951937143702973e-03,1.863883788808960848e-03,3.283273439259094557e-03
1.168888888888883537e+00,3.962763850316540215e-01,4.824706726614660934e-01,1.379589553163093098e-03,4.824706726614660934e-01,5.994830447271957130e-01,2.488864490628747185e-03,1.379589553163093098e-03,2.488864490628747185e-03,4.240570241149908132e-03
1.315000000000017488e+00,3.399618306513719768e-01,4.659871083402665204e-01,1.403452876707348774e-03,4.659871083402665204e-01,6.548241904972051941e-01,2.772797289828460299e-03,1.403452876707348774e-03,2.772797289828460299e-03,5.213978851423075461e-03
1.461111111111151439e+00,2.925360879435441319e-01,4.463115316957366185e-01,1.671157171851754119e-03,4.463115316957366185e-01,7.012866206708228134e-01,3.470715746531245326e-03,1.671157171851754119e-03,3.470715746531245326e-03,6.177291385633238568e-03
1.607222222222285390e+00,2.521677581303826132e-01,4.249402278077389350e-01,2.144663238111046283e-03,4.249402278077389350e-01,7.406879532511626563e-01,4.459750661777464598e-03,2.144663238111046283e-03,4.459750661777464598e-03,7.144288618454502394e-03
1.753333333333419342e+00,2.181589866577763048e-01,4.028720874630908333e-01,2.360601479145337054e-03,4.028720874630908333e-01,7.739483016903361268e-01,5.355678261591563516e-03,2.360601479145337054e-03,5.355678261591563516e-03,7.892711651887764426e-03
1.899444444444553293e+00,1.897620311541253213e-01,3.810211548605694776e-01,2.467842345837655861e-03,3.810211548605694776e-01,8.016388591188232660e-01,6.116802966569053271e-03,2.467842345837655861e-03,6.116802966569053271e-03,8.599109727051254884e-03
2.045555555555687022e+00,1.660356674098713847e-01,3.599032117090251170e-01,2.639649057565083331e-03,3.599032117090251170e-01,8.247527535730944104e-01,7.055328642608593541e-03,2.639649057565083331e-03,7.055328642608593541e-03,9.211579017034609088e-03
2.191666666666820973e+00,1.460762021603897731e-01,3.402343004163631002e-01,2.739284568225984311e-03,3.402343004163631002e-01,8.440321455243049442e-01,7.961648315175489862e-03,2.739284568225984311e-03,7.961648315175489862e-03,9.891652315304864593e-03
2.337777777777954924e+00,1.283105187224249932e-01,3.209928457780166777e-01,2.637792527905721222e-03,3.209928457780166777e-01,8.610809627612104888e-01,8.318370848046905547e-03,2.637792527905721222e-03,8.318370848046905547e-03,1.060851851636499497e-02
2.483888888889088875e+00,1.124896288774849679e-01,3.020179037758534690e-01,2.612487184178038414e-03,3.020179037758534690e-01,8.763144619865101959e-01,8.934493259191668077e-03,2.612487184178038414e-03,8.934493259191668077e-03,1.119590913600453964e-02
2.630000000000222826e+00,9.896330388704342729e-02,2.841044251005743204e-01,2.568456112751252556e-03,2.841044251005743204e-01,8.893481842539781024e-01,9.701534941015733590e-03,2.568456112751252556e-03,9.701534941015733590e-03,1.168851185897855707e-02
2.776111111111356777e+00,8.795751684798330805e-02,2.679465082852010571e-01,2.529195254910120063e-03,2.679465082852010571e-01,8.999256039600347368e-01,1.031216316707258412e-02,2.529195254910120063e-03,1.031216316707258412e-02,1.211687919198169670e-02
2.922222222222490728e+00,7.812717263055751760e-02,2.522686375923703372e-01,2.470550450929890392e-03,2.522686375923703372e-01,9.093683352044426016e-01,1.103660483669596445e-02,2.470550450929890392e-03,1.103660483669596445e-02,1.250449216499996408e-02
3.068333333333624680e+00,6.946476587636450650e-02,2.374140463526911438e-01,2.302582491477637300e-03,2.374140463526911438e-01,9.178069810369959836e-01,1.150554592958331034e-02,2.302582491477637300e-03,1.150554592958331034e-02,1.272825308663932606e-02
3.214444444444758631e+00,6.230630262156777732e-02,2.238914302773259979e-01,2.163458072408039681e-03,2.238914302773259979e-01,9.247137695098626153e-01,1.214147172929952966e-02,2.163458072408039681e-03,1.214147172929952966e-02,1.297992786857025439e-02
3.360555555555892582e+00,5.602215061579782218e-02,2.108885854162375617e-01,2.025475370565759606e-03,2.108885854162375617e-01,9.307757776810346995e-01,1.280272966576849296e-02,2.025475370565759606e-03,1.280272966576849296e-02,1.320207170316676712e-02
3.506666666667026533e+00,5.047268291618307173e-02,1.986633154376764299e-01,1.914798819964823361e-03,1.986633154376764299e-01,9.361539735809134566e-01,1.346084061441644997e-02,1.914798819964823361e-03,1.346084061441644997e-02,1.337334350290338321e-02
3.652777777778160484e+00,4.536551373951583366e-02,1.868940932782936770e-01,1.741369821847445123e-03,1.868940932782936770e-01,9.411803834322413076e-01,1.373444826485659825e-02,1.741369821847445123e-03,1.373444826485659825e-02,1.345410282824291946e-02
3.798888888889294435e+00,4.076721124111247485e-02,1.758809276125530563e-01,1.504281834368030937e-03,1.758809276125530563e-01,9.456531092019248019e-01,1.371665927564184179e-02,1.504281834368030937e-03,1.371665927564184179e-02,1.357967955696244046e-02
3.945000000000428386e+00,3.646087636186942649e-02,1.652568856130333663e-01,1.298283847422090301e-03,1.652568856130333663e-01,9.497900230030889013e-01,1.361924197712243920e-02,1.298283847422090301e-03,1.361924197712243920e-02,1.374910063504220480e-02
