0.000000000000000000e+00,9.999999999999982236e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.461111111111114691e-01,9.764123806435531794e-01,1.513387088108267553e-01,6.957704675769735194e-05,1.513387088108267553e-01,2.354356749328447365e-02,1.455057713270135188e-06,6.957704675769735194e-05,1.455057713270135188e-06,4.405186316260159752e-05
2.922222222222213839e-01,9.125174210912326833e-01,2.821187611326568256e-01,-7.846175730027898964e-04,2.821187611326568256e-01,8.738462581834471887e-02,-2.584501475942563363e-04,-7.846175730027898964e-04,-2.584501475942563363e-04,9.795309042233350913e-05
4.383333333333261361e-01,8.232189308916674220e-01,3.810206970622915801e-01,-1.742931905935018273e-03,3.810206970622915801e-01,1.766090928987825159e-01,-8.297348939780571035e-04,-1.742931905935018273e-03,-8.297348939780571035e-04,1.719762095498690829e-04
5.844444444444308884e-01,7.240366364815234990e-01,4.463798769804451227e-01,-2.921430604987016247e-03,4.463798769804451227e-01,2.756446187479814069e-01,-1.846319516155799003e-03,-2.921430604987016247e-03,-1.846319516155799003e-03,3.187447704949258735e-04
7.305555555555356406e-01,6.262837075619028804e-01,4.828483404765529508e-01,-3.775587255292367495e-03,4.828483404765529508e-01,3.731373920820154622e-01,-3.049945789274871241e-03,-3.775587255292367495e-03,-3.049945789274871241e-03,5.789003560817237081e-04
8.766666666666403929e-01,5.347047128261697146e-01,4.971099602945544538e-01,-4.588357365884998020e-03,4.971099602945544538e-01,4.642599790795605141e-01,-4.573081584739676492e-03,-4.588357365884998020e-03,-4.573081584739676492e-03,1.035308094269703780e-03
1.022777777777749586e+00,4.547790422081639528e-01,4.953817937603220978e-01,-4.419788437104435128e-03,4.953817937603220978e-01,5.435376232451734069e-01,-5.251099078520207221e-03,-4.419788437104435128e-03,-5.251099078520207221e-03,1.683334546662939180e-03
1.168888888888883537e+00,3.876137950542213328e-01,4.839992872957542547e-01,-4.516926003579102393e-03,4.839992872957542547e-01,6.101808106311272795e-01,-6.350724157412676943e-03,-4.516926003579102393e-03,-6.350724157412676943e-03,2.205394314651411974e-03
1.315000000000017488e+00,3.304709366009266902e-01,4.665012774585581834e-01,-4.569617839974355472e-03,4.665012774585581834e-01,6.668129594385159287e-01,-7.611752419268105752e-03,-4.569617839974355472e-03,-7.611752419268105752e-03,2.716103960557151708e-03
1.461111111111151439e+00,2.831372821753419533e-01,4.460150305310464636e-01,-3.564965216744773405e-03,4.460150305310464636e-01,7.136754526987896252e-01,-7.288511706190164627e-03,-3.564965216744773405e-03,-7.288511706190164627e-03,3.187265125868357727e-03
1.607222222222285390e+00,2.426388659592975672e-01,4.239195231252628759e-01,-2.882277927176913734e-03,4.239195231252628759e-01,7.537414125593191461e-01,-6.789210314721703943e-03,-2.882277927176913734e-03,-6.789210314721703943e-03,3.619721481383362648e-03
1.753333333333419342e+00,2.083613252697462670e-01,4.013990840565050955e-01,-2.816555679532054858e-03,4.013990840565050955e-01,7.878147178305503484e-01,-6.802661015093715985e-03,-2.816555679532054858e-03,-6.802661015093715985e-03,3.823956899703380690e-03
1.899444444444553293e+00,1.788550653898539067e-01,3.785605397592144428e-01,-3.104824923399546448e-03,3.785605397592144428e-01,8.171934070095859814e-01,-7.445477342685902916e-03,-3.104824923399546448e-03,-7.445477342685902916e-03,3.951527600559941004e-03
2.045555555555687022e+00,1.535764560148594748e-01,3.559676357584210526e-01,-3.253630498982949121e-03,3.559676357584210526e-01,8.423450956592380967e-01,-7.896769459526737506e-03,-3.253630498982949121e-03,-7.896769459526737506e-03,4.078448325902437124e-03
2.191666666666820973e+00,1.316190086664918990e-01,3.334330309712519869e-01,-3.402541973517971344e-03,3.334330309712519869e-01,8.640903770943236806e-01,-8.394971130422515873e-03,-3.402541973517971344e-03,-8.394971130422515873e-03,4.290614239184483737e-03
2.337777777777954924e+00,1.132756328050101707e-01,3.122396432047541137e-01,-3.486017411676688074e-03,3.122396432047541137e-01,8.822453580081441871e-01,-9.069071746108802942e-03,-3.486017411676688074e-03,-9.069071746108802942e-03,4.479009186845747149e-03
