t,xx,xy,xz,yx,yy,yz,zx,zy,zz
1.253,0.658957422,0.474059671,0,0.474059671,0.341042638,0,0,0,0
1.254,0.659306884,0.47394225,0,0.47394225,0.340693027,0,0,0,0
1.255,0.659655273,0.473825067,0,0.473825067,0.340344727,0,0,0,0
1.256,0.660003722,0.473707497,0,0.473707497,0.339996249,0,0,0,0
1.257,0.660350919,0.473590016,0,0.473590016,0.339648932,0,0,0,0
1.258,0.66069597,0.473473102,0,0.473473102,0.339304,0,0,0,0
1.259,0.661039472,0.473356217,0,0.473356217,0.33896023,0,0,0,0
1.26,0.661377966,0.473241121,0,0.473241121,0.338622034,0,0,0,0
1.261,0.66171366,0.47312662,0,0.47312662,0.338286519,0,0,0,0
1.262,0.662042081,0.473014087,0,0.473014087,0.337957889,0,0,0,0
1.263,0.662364781,0.47290355,0,0.47290355,0.337635368,0,0,0,0
1.264,0.662679493,0.472795188,0,0.472795188,0.337320387,0,0,0,0
1.265,0.662988782,0.472688645,0,0.472688645,0.337011039,0,0,0,0
1.266,0.663290799,0.472584426,0,0.472584426,0.336709112,0,0,0,0
1.267,0.663585365,0.472482592,0,0.472482592,0.336414576,0,0,0,0
1.268,0.663873255,0.472382873,0,0.472382873,0.336126775,0,0,0,0
1.269,0.664157212,0.472284138,0,0.472284138,0.335842669,0,0,0,0
1.27,0.664436698,0.472187042,0,0.472187042,0.335563332,0,0,0,0
1.271,0.664711654,0.472091109,0,0.472091109,0.335288286,0,0,0,0
1.272,0.664986134,0.471995384,0,0.471995384,0.335013956,0,0,0,0
1.273,0.665257394,0.471900284,0,0.471900284,0.334742427,0,0,0,0
1.274,0.665526927,0.471806049,0,0.471806049,0.334473223,0,0,0,0
1.275,0.665797412,0.47171095,0,0.47171095,0.334202617,0,0,0,0
1.276,0.666065812,0.471616447,0,0.471616447,0.333934099,0,0,0,0
1.277,0.666335046,0.471521705,0,0.471521705,0.333665073,0,0,0,0
1.278,0.666602969,0.471427143,0,0.471427143,0.33339718,0,0,0,0
1.279,0.666871011,0.471332252,0,0.471332252,0.333129019,0,0,0,0
1.28,0.667138159,0.471237421,0,0.471237421,0.332861632,0,0,0,0
1.281,0.667405963,0.471142352,0,0.471142352,0.332593858,0,0,0,0
1.282,0.66767478,0.471046865,0,0.471046865,0.332325161,0,0,0,0
1.283,0.667944729,0.470950574,0,0.470950574,0.332055092,0,0,0,0
1.284,0.668217242,0.470853418,0,0.470853418,0.331782699,0,0,0,0
1.285,0.668492615,0.470754921,0,0.470754921,0.331507355,0,0,0,0
1.286,0.668771744,0.470655024,0,0.470655024,0.331228316,0,0,0,0
1.287,0.669056177,0.470552802,0,0.470552802,0.330943734,0,0,0,0
1.288,0.66934669,0.470448494,0,0.470448494,0.330653429,0,0,0,0
1.289,0.669643104,0.470341653,0,0.470341653,0.330356956,0,0,0,0
1.29,0.66994679,0.470231921,0,0.470231921,0.330053151,0,0,0,0
1.291,0.670258403,0.470119268,0,0.470119268,0.329741687,0,0,0,0
1.292,0.670576692,0.470003784,0,0.470003784,0.329423249,0,0,0,0
1.293,0.670901239,0.469885826,0,0.469885826,0.329098672,0,0,0,0
1.294,0.671231568,0.469765633,0,0.469765633,0.328768432,0,0,0,0
1.295,0.671566904,0.469643146,0,0.469643146,0.328432918,0,0,0,0
1.296,0.671908081,0.469518483,0,0.469518483,0.32809189,0,0,0,0
1.297,0.67225188,0.46939233,0,0.46939233,0.327747911,0,0,0,0
1.298,0.672599316,0.469264835,0,0.469264835,0.327400684,0,0,0,0
1.299,0.672947884,0.469136477,0,0.469136477,0.327052087,0,0,0,0
1.3,0.67329973,0.469006598,0,0.469006598,0.32670027,0,0,0,0
1.301,0.673653543,0.468875706,0,0.468875706,0.326346397,0,0,0,0
1.302,0.674009085,0.468743861,0,0.468743861,0.325990886,0,0,0,0
1.303,0.67436868,0.468610197,0,0.468610197,0.325631261,0,0,0,0
1.304,0.674731433,0.468475163,0,0.468475163,0.325268656,0,0,0,0
1.305,0.675097525,0.46833843,0,0.46833843,0.324902505,0,0,0,0
1.306,0.675467312,0.468199879,0,0.468199879,0.324532569,0,0,0,0
1.307,0.675842881,0.468058914,0,0.468058914,0.32415691,0,0,0,0
1.308,0.67622292,0.467916191,0,0.467916191,0.323777229,0,0,0,0
1.309,0.676607907,0.467770845,0,0.467770845,0.323391974,0,0,0,0
1.31,0.676997542,0.467623472,0,0.467623472,0.323002219,0,0,0,0
1.311,0.677391589,0.467474282,0,0.467474282,0.322608382,0,0,0,0
1.312,0.677789331,0.467323065,0,0.467323065,0.322210521,0,0,0,0
1.313,0.67819041,0.467170388,0,0.467170388,0.32180956,0,0,0,0
1.314,0.678593576,0.467016339,0,0.467016339,0.321406305,0,0,0,0
1.315,0.67899996,0.466860831,0,0.466860831,0.321000069,0,0,0,0
1.316,0.679407001,0.466704547,0,0.466704547,0.320593,0,0,0,0
1.317,0.679816306,0.466546983,0,0.466546983,0.320183694,0,0,0,0
1.318,0.680226624,0.466388583,0,0.466388583,0.319773287,0,0,0,0
1.319,0.680638075,0.466229528,0,0.466229528,0.319362074,0,0,0,0
1.32,0.681051195,0.466069222,0,0.466069222,0.318948895,0,0,0,0
1.321,0.681466878,0.465907484,0,0.465907484,0.318533123,0,0,0,0
1.322,0.681883216,0.465745062,0,0.465745062,0.318116725,0,0,0,0
1.323,0.682302535,0.465581149,0,0.465581149,0.317697495,0,0,0,0
1.324,0.682724655,0.465415627,0,0.465415627,0.317275345,0,0,0,0
1.325,0.683147848,0.465249151,0,0.465249151,0.316852003,0,0,0,0
1.326,0.683573902,0.465081304,0,0.465081304,0.316426098,0,0,0,0
1.327,0.684001088,0.464912504,0,0.464912504,0.315998942,0,0,0,0
1.328,0.684429228,0.464742899,0,0.464742899,0.315570891,0,0,0,0
1.329,0.684856534,0.464572996,0,0.464572996,0.315143466,0,0,0,0
1.33,0.685281992,0.464403451,0,0.464403451,0.314717978,0,0,0,0
1.331,0.685704649,0.46423471,0,0.46423471,0.314295471,0,0,0,0
1.332,0.686123133,0.464066982,0,0.464066982,0.313876838,0,0,0,0
1.333,0.686535657,0.463901341,0,0.463901341,0.313464373,0,0,0,0
1.334,0.686942995,0.463737309,0,0.463737309,0.313056976,0,0,0,0
1.335,0.687342286,0.463576227,0,0.463576227,0.312657774,0,0,0,0
1.336,0.687734723,0.463417292,0,0.463417292,0.312265158,0,0,0,0
1.337,0.688119054,0.463261515,0,0.463261515,0.311880976,0,0,0,0
1.338,0.688495755,0.463108271,0,0.463108271,0.311504126,0,0,0,0
1.339,0.688863874,0.462958276,0,0.462958276,0.311136037,0,0,0,0
1.34,0.689225018,0.462810844,0,0.462810844,0.310774952,0,0,0,0
1.341,0.689578295,0.462666214,0,0.462666214,0.310421646,0,0,0,0
1.342,0.689924419,0.462524116,0,0.462524116,0.310075373,0,0,0,0
1.343,0.690263867,0.462384552,0,0.462384552,0.309735864,0,0,0,0
1.344,0.690596819,0.46224758,0,0.46224758,0.309403151,0,0,0,0
1.345,0.690922499,0.462113172,0,0.462113172,0.309077472,0,0,0,0
1.346,0.691241264,0.461981207,0,0.461981207,0.308758497,0,0,0,0
1.347,0.691552997,0.461852193,0,0.461852193,0.308447003,0,0,0,0
1.348,0.691857517,0.461725742,0,0.461725742,0.308142453,0,0,0,0
1.349,0.692154527,0.461602241,0,0.461602241,0.307845473,0,0,0,0
1.35,0.692445219,0.461481184,0,0.461481184,0.307554841,0,0,0,0
1.351,0.692726791,0.461363465,0,0.461363465,0.30727303,0,0,0,0
1.352,0.693001628,0.461248815,0,0.461248815,0.306998521,0,0,0,0
1.353,0.693270207,0.461136162,0,0.461136162,0.306729674,0,0,0,0
1.354,0.693532169,0.461026311,0,0.461026311,0.306467772,0,0,0,0
1.355,0.69378829,0.460918754,0,0.460918754,0.30621168,0,0,0,0
1.356,0.694039643,0.460813105,0,0.460813105,0.305960476,0,0,0,0
1.357,0.69428736,0.460708588,0,0.460708588,0.305712611,0,0,0,0
1.358,0.694532514,0.460605025,0,0.460605025,0.305467337,0,0,0,0
1.359,0.694776237,0.460502207,0,0.460502207,0.305223852,0,0,0,0
1.36,0.695019007,0.460399389,0,0.460399389,0.304981023,0,0,0,0
1.361,0.695260346,0.460297078,0,0.460297078,0.304739654,0,0,0,0
1.362,0.695502102,0.460194409,0,0.460194409,0.304497868,0,0,0,0
1.363,0.695744515,0.460091353,0,0.460091353,0.304255426,0,0,0,0
1.364,0.695987046,0.459988087,0,0.459988087,0.304012924,0,0,0,0
1.365,0.696229696,0.459884673,0,0.459884673,0.303770304,0,0,0,0
1.366,0.696471334,0.459781557,0,0.459781557,0.303528756,0,0,0,0
1.367,0.696714342,0.459677726,0,0.459677726,0.303285867,0,0,0,0
1.368,0.696953654,0.459575027,0,0.459575027,0.303046286,0,0,0,0
1.369,0.69719398,0.459471971,0,0.459471971,0.30280596,0,0,0,0
1.37,0.697432518,0.45936963,0,0.45936963,0.302567542,0,0,0,0
1.371,0.697670162,0.459267348,0,0.459267348,0.302329838,0,0,0,0
1.372,0.697906971,0.459165245,0,0.459165245,0.30209285,0,0,0,0
1.373,0.698143423,0.45906353,0,0.45906353,0.301856756,0,0,0,0
1.374,0.698378503,0.458961785,0,0.458961785,0.301621437,0,0,0,0
1.375,0.698615253,0.458859414,0,0.458859414,0.301384717,0,0,0,0
1.376,0.698851705,0.458756983,0,0.458756983,0.301148266,0,0,0,0
1.377,0.699090302,0.45865339,0,0.45865339,0.300909519,0,0,0,0
1.378,0.69933033,0.458549291,0,0.458549291,0.30066973,0,0,0,0
1.379,0.699572384,0.45844394,0,0.45844394,0.300427586,0,0,0,0
1.38,0.699816525,0.458337575,0,0.458337575,0.300183475,0,0,0,0
1.381,0.700063407,0.45822987,0,0.45822987,0.299936563,0,0,0,0
1.382,0.700312316,0.45812124,0,0.45812124,0.299687803,0,0,0,0
1.383,0.700563312,0.458011359,0,0.458011359,0.299436748,0,0,0,0
1.384,0.700815499,0.457900763,0,0.457900763,0.299184471,0,0,0,0
1.385,0.701069176,0.457789511,0,0.457789511,0.298930883,0,0,0,0
1.386,0.701324344,0.457677186,0,0.457677186,0.298675507,0,0,0,0
1.387,0.701580823,0.457564354,0,0.457564354,0.298419118,0,0,0,0
1.388,0.701838195,0.457450986,0,0.457450986,0.298161894,0,0,0,0
1.389,0.702096462,0.457336813,0,0.457336813,0.297903478,0,0,0,0
1.39,0.702356279,0.457221925,0,0.457221925,0.297643662,0,0,0,0
1.391,0.702617645,0.457106143,0,0.457106143,0.297382265,0,0,0,0
1.392,0.702881098,0.456989288,0,0.456989288,0.297118843,0,0,0,0
1.393,0.703147888,0.456870675,0,0.456870675,0.296851963,0,0,0,0
1.394,0.703417301,0.45675084,0,0.45675084,0.296582609,0,0,0,0
1.395,0.703689873,0.456629276,0,0.456629276,0.296309948,0,0,0,0
1.396,0.703965604,0.456506282,0,0.456506282,0.296034366,0,0,0,0
1.397,0.704247057,0.456380457,0,0.456380457,0.295752913,0,0,0,0
1.398,0.704530418,0.456253588,0,0.456253588,0.295469612,0,0,0,0
1.399,0.704817712,0.456124634,0,0.456124634,0.295182258,0,0,0,0
1.4,0.705109358,0.455993503,0,0.455993503,0.294890553,0,0,0,0
1.401,0.705402792,0.455861449,0,0.455861449,0.294597179,0,0,0,0
1.402,0.705699205,0.455727637,0,0.455727637,0.294300586,0,0,0,0
1.403,0.705996871,0.455593318,0,0.455593318,0.294003099,0,0,0,0
1.404,0.706296146,0.455457747,0,0.455457747,0.293703646,0,0,0,0
1.405,0.70659703,0.455321521,0,0.455321521,0.293403,0,0,0,0
1.406,0.706897795,0.455184728,0,0.455184728,0.293101966,0,0,0,0
1.407,0.707200706,0.455047131,0,0.455047131,0.292799294,0,0,0,0
1.408,0.707504094,0.454908818,0,0.454908818,0.292495877,0,0,0,0
1.409,0.707808673,0.45476979,0,0.45476979,0.292191327,0,0,0,0
1.41,0.708113968,0.454630017,0,0.454630017,0.291885853,0,0,0,0
1.411,0.708420992,0.45448947,0,0.45448947,0.291578978,0,0,0,0
1.412,0.708729684,0.4543477,0,0.4543477,0.291270196,0,0,0,0
1.413,0.709040582,0.454204738,0,0.454204738,0.290959299,0,0,0,0
1.414,0.709352732,0.454061061,0,0.454061061,0.290647298,0,0,0,0
1.415,0.709666789,0.453916013,0,0.453916013,0.290333062,0,0,0,0
1.416,0.709983707,0.453769565,0,0.453769565,0.290016294,0,0,0,0
1.417,0.710301817,0.453622282,0,0.453622282,0.289698213,0,0,0,0
1.418,0.710621774,0.453473747,0,0.453473747,0.289378196,0,0,0,0
1.419,0.710943162,0.453324348,0,0.453324348,0.289056808,0,0,0,0
1.42,0.71126467,0.453174621,0,0.453174621,0.28873536,0,0,0,0
1.421,0.711588383,0.453023642,0,0.453023642,0.288411707,0,0,0,0
1.422,0.711912036,0.452872127,0,0.452872127,0.288087785,0,0,0,0
1.423,0.712236464,0.452720225,0,0.452720225,0.287763417,0,0,0,0
1.424,0.712561786,0.452567577,0,0.452567577,0.287438124,0,0,0,0
1.425,0.712888539,0.452414036,0,0.452414036,0.287111461,0,0,0,0
1.426,0.71321547,0.452259958,0,0.452259958,0.286784381,0,0,0,0
1.427,0.713544011,0.452105105,0,0.452105105,0.286456078,0,0,0,0
1.428,0.713874579,0.451948792,0,0.451948792,0.286125481,0,0,0,0
1.429,0.714205682,0.451791734,0,0.451791734,0.285794109,0,0,0,0
1.43,0.71453929,0.451633692,0,0.451633692,0.28546086,0,0,0,0
1.431,0.714874446,0.45147419,0,0.45147419,0.285125494,0,0,0,0
1.432,0.71521157,0.451313853,0,0.451313853,0.284788728,0,0,0,0
1.433,0.715548813,0.451152712,0,0.451152712,0.284451276,0,0,0,0
1.434,0.715888083,0.450990468,0,0.450990468,0.284112006,0,0,0,0
1.435,0.716226935,0.450828046,0,0.450828046,0.283773094,0,0,0,0
1.436,0.716566682,0.450665027,0,0.450665027,0.283433467,0,0,0,0
1.437,0.716905177,0.450502157,0,0.450502157,0.283094913,0,0,0,0
1.438,0.717243195,0.450339109,0,0.450339109,0.282756686,0,0,0,0
1.439,0.717578769,0.450177103,0,0.450177103,0.282421142,0,0,0,0
1.44,0.717913449,0.450015217,0,0.450015217,0.282086492,0,0,0,0
1.441,0.718245268,0.449854493,0,0.449854493,0.281754822,0,0,0,0
1.442,0.718575478,0.449694157,0,0.449694157,0.281424612,0,0,0,0
1.443,0.718903244,0.449534595,0,0.449534595,0.281096757,0,0,0,0
1.444,0.719229221,0.449375629,0,0.449375629,0.280770659,0,0,0,0
1.445,0.719553292,0.449217588,0,0.449217588,0.280446827,0,0,0,0
1.446,0.719875574,0.449059904,0,0.449059904,0.280124515,0,0,0,0
1.447,0.720196664,0.448902369,0,0.448902369,0.279803217,0,0,0,0
1.448,0.720516205,0.448745638,0,0.448745638,0.279483855,0,0,0,0
1.449,0.720832944,0.448589712,0,0.448589712,0.279166937,0,0,0,0
1.45,0.721149266,0.448434025,0,0.448434025,0.278850853,0,0,0,0
1.451,0.72146374,0.448278606,0,0.448278606,0.278536111,0,0,0,0
1.452,0.721776128,0.44812423,0,0.44812423,0.278223842,0,0,0,0
1.453,0.722086489,0.44797045,0,0.44797045,0.277913421,0,0,0,0
1.454,0.722393751,0.447818041,0,0.447818041,0.277606219,0,0,0,0
1.455,0.722697556,0.447666973,0,0.447666973,0.277302355,0,0,0,0
1.456,0.722998858,0.447517037,0,0.447517037,0.277001113,0,0,0,0
1.457,0.72329551,0.447369099,0,0.447369099,0.27670449,0,0,0,0
1.458,0.723587573,0.447223157,0,0.447223157,0.276412368,0,0,0,0
1.459,0.723876417,0.447078675,0,0.447078675,0.276123554,0,0,0,0
1.46,0.724160254,0.446936339,0,0.446936339,0.275839627,0,0,0,0
1.461,0.724440336,0.446795702,0,0.446795702,0.275559455,0,0,0,0
1.462,0.724716485,0.446656942,0,0.446656942,0.275283426,0,0,0,0
1.463,0.724989176,0.446519822,0,0.446519822,0.275010914,0,0,0,0
1.464,0.725257158,0.446384728,0,0.446384728,0.274742991,0,0,0,0
1.465,0.725522578,0.446250618,0,0.446250618,0.274477482,0,0,0,0
1.466,0.725783527,0.446118563,0,0.446118563,0.274216443,0,0,0,0
1.467,0.726041496,0.445987999,0,0.445987999,0.273958564,0,0,0,0
1.468,0.726296008,0.445858836,0,0.445858836,0.273703963,0,0,0,0
1.469,0.726546943,0.445731401,0,0.445731401,0.273453057,0,0,0,0
1.47,0.726794303,0.445605487,0,0.445605487,0.273205578,0,0,0,0
1.471,0.727037728,0.445481747,0,0.445481747,0.272962451,0,0,0,0
1.472,0.727276683,0.445359707,0,0.445359707,0.272723258,0,0,0,0
1.473,0.727511644,0.445239782,0,0.445239782,0.272488385,0,0,0,0
1.474,0.727741897,0.445122004,0,0.445122004,0.272258043,0,0,0,0
1.475,0.727968454,0.445006132,0,0.445006132,0.272031635,0,0,0,0
1.476,0.728191316,0.4448919,0,0.4448919,0.271808773,0,0,0,0
1.477,0.728409946,0.444779605,0,0.444779605,0.271590054,0,0,0,0
1.478,0.728625596,0.444668829,0,0.444668829,0.271374464,0,0,0,0
1.479,0.728838444,0.444559187,0,0.444559187,0.271161437,0,0,0,0
1.48,0.729049325,0.444450676,0,0.444450676,0.270950645,0,0,0,0
1.481,0.729259074,0.444342554,0,0.444342554,0.270740956,0,0,0,0
1.482,0.729469001,0.444234163,0,0.444234163,0.270531029,0,0,0,0
1.483,0.729678452,0.44412607,0,0.44412607,0.270321757,0,0,0,0
1.484,0.72988981,0.444016486,0,0.444016486,0.27011013,0,0,0,0
1.485,0.730102599,0.443906456,0,0.443906456,0.26989761,0,0,0,0
1.486,0.730316937,0.443795174,0,0.443795174,0.269683123,0,0,0,0
1.487,0.730536521,0.443681032,0,0.443681032,0.26946339,0,0,0,0
1.488,0.730757594,0.443566114,0,0.443566114,0.269242346,0,0,0,0
1.489,0.730983317,0.443448514,0,0.443448514,0.269016504,0,0,0,0
1.49,0.731213391,0.443328768,0,0.443328768,0.268786669,0,0,0,0
1.491,0.731447458,0.443206489,0,0.443206489,0.268552423,0,0,0,0
1.492,0.731686056,0.443081796,0,0.443081796,0.268313825,0,0,0,0
1.493,0.731929302,0.44295457,0,0.44295457,0.268070638,0,0,0,0
1.494,0.732178569,0.442823947,0,0.442823947,0.267821342,0,0,0,0
1.495,0.73243165,0.442691267,0,0.442691267,0.267568409,0,0,0,0
1.496,0.732690275,0.442555398,0,0.442555398,0.267309785,0,0,0,0
1.497,0.732953668,0.442416698,0,0.442416698,0.267046243,0,0,0,0
1.498,0.733222544,0.442275107,0,0.442275107,0.266777486,0,0,0,0
1.499,0.733497024,0.442130268,0,0.442130268,0.266503006,0,0,0,0
1.5,0.733776331,0.441982508,0,0.441982508,0.26622355,0,0,0,0
1.501,0.734061241,0.441831768,0,0.441831768,0.265938729,0,0,0,0
1.502,0.734350085,0.441678584,0,0.441678584,0.265649796,0,0,0,0
1.503,0.734643698,0.441522718,0,0.441522718,0.265356273,0,0,0,0
1.504,0.734940291,0.441364974,0,0.441364974,0.26505968,0,0,0,0
1.505,0.73524034,0.441205144,0,0.441205144,0.26475966,0,0,0,0
1.506,0.735543251,0.441043526,0,0.441043526,0.264456779,0,0,0,0
1.507,0.735847533,0.440880805,0,0.440880805,0.264152378,0,0,0,0
1.508,0.736153424,0.440717071,0,0.440717071,0.263846546,0,0,0,0
1.509,0.736459255,0.44055292,0,0.44055292,0.263540536,0,0,0,0
1.51,0.736765623,0.440388352,0,0.440388352,0.263234198,0,0,0,0
1.511,0.737071812,0.440223694,0,0.440223694,0.262928128,0,0,0,0
1.512,0.73737669,0.440059394,0,0.440059394,0.262623251,0,0,0,0
1.513,0.737680793,0.439895213,0,0.439895213,0.262319177,0,0,0,0
1.514,0.737983048,0.439731926,0,0.439731926,0.262017101,0,0,0,0
1.515,0.738284767,0.4395684,0,0.4395684,0.261715233,0,0,0,0
1.516,0.738583684,0.439406186,0,0.439406186,0.261416256,0,0,0,0
1.517,0.738882482,0.439243972,0,0.439243972,0.261117697,0,0,0,0
1.518,0.739179015,0.439082503,0,0.439082503,0.260821044,0,0,0,0
1.519,0.739473939,0.438921541,0,0.438921541,0.260525912,0,0,0,0
1.52,0.739767015,0.438761622,0,0.438761622,0.260232955,0,0,0,0
1.521,0.740058184,0.438602358,0,0.438602358,0.259941757,0,0,0,0
1.522,0.740347087,0.438444197,0,0.438444197,0.259652972,0,0,0,0
1.523,0.74063319,0.438287079,0,0.438287079,0.259366691,0,0,0,0
1.524,0.740916967,0.438131362,0,0.438131362,0.259083122,0,0,0,0
1.525,0.741197527,0.437976867,0,0.437976867,0.258802444,0,0,0,0
1.526,0.74147588,0.437823355,0,0.437823355,0.258523971,0,0,0,0
1.527,0.741749466,0.437672406,0,0.437672406,0.258250445,0,0,0,0
1.528,0.742020667,0.437522531,0,0.437522531,0.257979304,0,0,0,0
1.529,0.74228859,0.437374294,0,0.437374294,0.25771144,0,0,0,0
1.53,0.74255383,0.437227249,0,0.437227249,0.2574462,0,0,0,0
1.531,0.742815256,0.437082082,0,0.437082082,0.257184744,0,0,0,0
1.532,0.743075967,0.436937273,0,0.436937273,0.256924182,0,0,0,0
1.533,0.743333995,0.436793447,0,0.436793447,0.256665915,0,0,0,0
1.534,0.743590355,0.436650425,0,0.436650425,0.256409437,0,0,0,0
1.535,0.743846417,0.436507642,0,0.436507642,0.256153554,0,0,0,0
1.536,0.744102657,0.436364442,0,0.436364442,0.255897373,0,0,0,0
1.537,0.744358003,0.436221421,0,0.436221421,0.255641937,0,0,0,0
1.538,0.744614124,0.436077863,0,0.436077863,0.255385846,0,0,0,0
1.539,0.744871557,0.435933322,0,0.435933322,0.255128384,0,0,0,0
1.54,0.745130181,0.435787976,0,0.435787976,0.254869759,0,0,0,0
1.541,0.745389462,0.435642034,0,0.435642034,0.254610509,0,0,0,0
1.542,0.74565059,0.435494691,0,0.435494691,0.254349202,0,0,0,0
1.543,0.745912552,0.435346872,0,0.435346872,0.254087269,0,0,0,0
1.544,0.746176601,0.435197711,0,0.435197711,0.25382337,0,0,0,0
1.545,0.746441364,0.435047984,0,0.435047984,0.253558755,0,0,0,0
1.546,0.74670738,0.434897065,0,0.434897065,0.25329259,0,0,0,0
1.547,0.746974409,0.434745431,0,0.434745431,0.253025502,0,0,0,0
1.548,0.747242332,0.434593111,0,0.434593111,0.252757609,0,0,0,0
1.549,0.747512341,0.434439421,0,0.434439421,0.25248763,0,0,0,0
1.55,0.74778229,0.434285551,0,0.434285551,0.25221771,0,0,0,0
1.551,0.748053253,0.434130997,0,0.434130997,0.251946956,0,0,0,0
1.552,0.748324633,0.433975607,0,0.433975607,0.251675308,0,0,0,0
1.553,0.748595536,0.433820456,0,0.433820456,0.251404345,0,0,0,0
1.554,0.748866558,0.433665127,0,0.433665127,0.251133472,0,0,0,0
1.555,0.74913764,0.433509409,0,0.433509409,0.25086233,0,0,0,0
1.556,0.749407291,0.433354348,0,0.433354348,0.250592709,0,0,0,0
1.557,0.749674916,0.43320021,0,0.43320021,0.250325084,0,0,0,0
1.558,0.749940634,0.433046758,0,0.433046758,0.250059128,0,0,0,0
1.559,0.750203371,0.432895184,0,0.432895184,0.249796584,0,0,0,0
1.56,0.750462055,0.432745725,0,0.432745725,0.249538094,0,0,0,0
1.561,0.750716507,0.432598203,0,0.432598203,0.249283478,0,0,0,0
1.562,0.750965893,0.432453513,0,0.432453513,0.249034002,0,0,0,0
1.563,0.751209974,0.432311773,0,0.432311773,0.248789921,0,0,0,0
1.564,0.751448512,0.432173163,0,0.432173163,0.248551503,0,0,0,0
1.565,0.751681447,0.432037592,0,0.432037592,0.248318613,0,0,0,0
1.566,0.751907706,0.431905717,0,0.431905717,0.248092368,0,0,0,0
1.567,0.752128005,0.43177712,0,0.43177712,0.24787201,0,0,0,0
1.568,0.752342105,0.431651861,0,0.431651861,0.247657716,0,0,0,0
1.569,0.7525509,0.43152988,0,0.43152988,0.247449085,0,0,0,0
1.57,0.752754748,0.431410432,0,0.431410432,0.247245163,0,0,0,0
1.571,0.752953649,0.431293815,0,0.431293815,0.247046217,0,0,0,0
1.572,0.753149033,0.431179225,0,0.431179225,0.246850908,0,0,0,0
1.573,0.75334096,0.431066573,0,0.431066573,0.24665907,0,0,0,0
1.574,0.753529787,0.43095544,0,0.43095544,0.246470124,0,0,0,0
1.575,0.753717244,0.430845082,0,0.430845082,0.246282667,0,0,0,0
1.576,0.753903627,0.43073526,0,0.43073526,0.246096268,0,0,0,0
1.577,0.7540887,0.430626214,0,0.430626214,0.245911315,0,0,0,0
1.578,0.754273295,0.430517197,0,0.430517197,0.245726645,0,0,0,0
1.579,0.754460156,0.430406869,0,0.430406869,0.245539889,0,0,0,0
1.58,0.754647017,0.430296123,0,0.430296123,0.24535279,0,0,0,0
1.581,0.754836083,0.430184245,0,0.430184245,0.245163783,0,0,0,0
1.582,0.755027294,0.430071086,0,0.430071086,0.24497278,0,0,0,0
1.583,0.755221129,0.429956049,0,0.429956049,0.244778916,0,0,0,0
1.584,0.75541836,0.429838866,0,0.429838866,0.24458161,0,0,0,0
1.585,0.75561899,0.429719567,0,0.429719567,0.244380966,0,0,0,0
1.586,0.755823553,0.429597735,0,0.429597735,0.244176313,0,0,0,0
1.587,0.756032825,0.429473192,0,0.429473192,0.243967205,0,0,0,0
1.588,0.756245852,0.429345965,0,0.429345965,0.243754014,0,0,0,0
1.589,0.75646311,0.429216266,0,0.429216266,0.2435368,0,0,0,0
1.59,0.756685674,0.429083347,0,0.429083347,0.243314415,0,0,0,0
1.591,0.75691247,0.428947479,0,0.428947479,0.243087471,0,0,0,0
1.592,0.757143676,0.428809077,0,0.428809077,0.242856443,0,0,0,0
1.593,0.757380068,0.428667158,0,0.428667158,0.242619991,0,0,0,0
1.594,0.757619202,0.428523272,0,0.428523272,0.242380604,0,0,0,0
1.595,0.757864237,0.428376019,0,0.428376019,0.242135748,0,0,0,0
1.596,0.75811255,0.42822662,0,0.42822662,0.241887599,0,0,0,0
1.597,0.758365035,0.428074241,0,0.428074241,0.241635025,0,0,0,0
1.598,0.758621156,0.427919537,0,0.427919537,0.241378903,0,0,0,0
1.599,0.758880138,0.427762717,0,0.427762717,0.241119683,0,0,0,0
1.6,0.759143949,0.427603155,0,0.427603155,0.240856111,0,0,0,0
1.601,0.75941056,0.427441299,0,0.427441299,0.240589321,0,0,0,0
1.602,0.759681344,0.42727679,0,0.42727679,0.240318462,0,0,0,0
1.603,0.759955823,0.427109987,0,0.427109987,0.240044147,0,0,0,0
1.604,0.760233223,0.426941186,0,0.426941186,0.239766911,0,0,0,0
1.605,0.760515392,0.426768959,0,0.426768959,0.239484653,0,0,0,0
1.606,0.760801077,0.426594287,0,0.426594287,0.239198789,0,0,0,0
1.607,0.761090994,0.426416993,0,0.426416993,0.238908947,0,0,0,0
1.608,0.761385143,0.426236928,0,0.426236928,0.238615006,0,0,0,0
1.609,0.761682153,0.426054508,0,0.426054508,0.238317832,0,0,0,0
1.61,0.761982501,0.425869733,0,0.425869733,0.238017321,0,0,0,0
1.611,0.762286842,0.425682455,0,0.425682455,0.237713099,0,0,0,0
1.612,0.762593687,0.4254933,0,0.4254933,0.237406284,0,0,0,0
1.613,0.762902796,0.425302327,0,0.425302327,0.237097129,0,0,0,0
1.614,0.763214171,0.425109685,0,0.425109685,0.236785755,0,0,0,0
1.615,0.763527036,0.424916059,0,0.424916059,0.236473158,0,0,0,0
1.616,0.763841093,0.424720854,0,0.424720854,0.236158803,0,0,0,0
1.617,0.764156222,0.424524933,0,0.424524933,0.235843688,0,0,0,0
1.618,0.764471889,0.424328476,0,0.424328476,0.235528156,0,0,0,0
1.619,0.764787018,0.4241319,0,0.4241319,0.235213012,0,0,0,0
